ID,Vehicles,Lower_Bound,Upper_Bound,Junction
20170730162.0,,,,2
20170730163.0,,,,3
20170730164.0,,,,4
20170730171.0,69.0,49.0,87.0,1
20170730172.0,,,,2
20170730173.0,,,,3
20170730174.0,,,,4
20170730181.0,69.0,49.0,87.0,1
20170730182.0,,,,2
20170730183.0,,,,3
20170730184.0,,,,4
20170730191.0,70.0,51.0,88.0,1
20170730192.0,,,,2
20170730193.0,,,,3
20170730194.0,,,,4
20170730201.0,71.0,53.0,88.0,1
20170730202.0,,,,2
20170730203.0,,,,3
20170730204.0,,,,4
20170730211.0,72.0,53.0,89.0,1
20170730212.0,,,,2
20170730213.0,,,,3
20170730214.0,,,,4
20170730221.0,72.0,55.0,92.0,1
20170730222.0,,,,2
20170730223.0,,,,3
20170730224.0,,,,4
20170730231.0,73.0,54.0,92.0,1
20170730232.0,,,,2
20170730233.0,,,,3
20170730234.0,,,,4
20170731001.0,74.0,56.0,93.0,1
20170731002.0,,,,2
20170731003.0,,,,3
20170731004.0,,,,4
20170731011.0,75.0,56.0,94.0,1
20170731012.0,,,,2
20170731013.0,,,,3
20170731014.0,,,,4
20170731021.0,76.0,56.0,93.0,1
20170731022.0,,,,2
20170731023.0,,,,3
20170731024.0,,,,4
20170731031.0,77.0,58.0,94.0,1
20170731032.0,,,,2
20170731033.0,,,,3
20170731034.0,,,,4
20170731041.0,78.0,59.0,97.0,1
20170731042.0,,,,2
20170731043.0,,,,3
20170731044.0,,,,4
20170731051.0,78.0,62.0,97.0,1
20170731052.0,,,,2
20170731053.0,,,,3
20170731054.0,,,,4
20170731061.0,79.0,62.0,97.0,1
20170731062.0,,,,2
20170731063.0,,,,3
20170731064.0,,,,4
20170731071.0,80.0,62.0,98.0,1
20170731072.0,,,,2
20170731073.0,,,,3
20170731074.0,,,,4
20170731081.0,81.0,64.0,100.0,1
20170731082.0,,,,2
20170731083.0,,,,3
20170731084.0,,,,4
20170731091.0,81.0,63.0,100.0,1
20170731092.0,,,,2
20170731093.0,,,,3
20170731094.0,,,,4
20170731101.0,82.0,64.0,100.0,1
20170731102.0,,,,2
20170731103.0,,,,3
20170731104.0,,,,4
20170731111.0,83.0,65.0,101.0,1
20170731112.0,,,,2
20170731113.0,,,,3
20170731114.0,,,,4
20170731121.0,83.0,66.0,101.0,1
20170731122.0,,,,2
20170731123.0,,,,3
20170731124.0,,,,4
20170731131.0,84.0,66.0,104.0,1
20170731132.0,,,,2
20170731133.0,,,,3
20170731134.0,,,,4
20170731141.0,85.0,66.0,101.0,1
20170731142.0,,,,2
20170731143.0,,,,3
20170731144.0,,,,4
20170731151.0,85.0,66.0,102.0,1
20170731152.0,,,,2
20170731153.0,,,,3
20170731154.0,,,,4
20170731161.0,85.0,67.0,103.0,1
20170731162.0,,,,2
20170731163.0,,,,3
20170731164.0,,,,4
20170731171.0,86.0,68.0,104.0,1
20170731172.0,,,,2
20170731173.0,,,,3
20170731174.0,,,,4
20170731181.0,86.0,67.0,105.0,1
20170731182.0,,,,2
20170731183.0,,,,3
20170731184.0,,,,4
20170731191.0,87.0,68.0,104.0,1
20170731192.0,,,,2
20170731193.0,,,,3
20170731194.0,,,,4
20170731201.0,87.0,70.0,105.0,1
20170731202.0,,,,2
20170731203.0,,,,3
20170731204.0,,,,4
20170731211.0,87.0,68.0,105.0,1
20170731212.0,,,,2
20170731213.0,,,,3
20170731214.0,,,,4
20170731221.0,87.0,70.0,106.0,1
20170731222.0,,,,2
20170731223.0,,,,3
20170731224.0,,,,4
20170731231.0,87.0,69.0,106.0,1
20170731232.0,,,,2
20170731233.0,,,,3
20170731234.0,,,,4
20170801001.0,88.0,70.0,105.0,1
20170801002.0,,,,2
20170801003.0,,,,3
20170801004.0,,,,4
20170801011.0,88.0,69.0,106.0,1
20170801012.0,,,,2
20170801013.0,,,,3
20170801014.0,,,,4
20170801021.0,88.0,70.0,105.0,1
20170801022.0,,,,2
20170801023.0,,,,3
20170801024.0,,,,4
20170801031.0,88.0,69.0,106.0,1
20170801032.0,,,,2
20170801033.0,,,,3
20170801034.0,,,,4
20170801041.0,88.0,69.0,105.0,1
20170801042.0,,,,2
20170801043.0,,,,3
20170801044.0,,,,4
20170801051.0,88.0,69.0,105.0,1
20170801052.0,,,,2
20170801053.0,,,,3
20170801054.0,,,,4
20170801061.0,88.0,69.0,107.0,1
20170801062.0,,,,2
20170801063.0,,,,3
20170801064.0,,,,4
20170801071.0,87.0,68.0,106.0,1
20170801072.0,,,,2
20170801073.0,,,,3
20170801074.0,,,,4
20170801081.0,87.0,68.0,106.0,1
20170801082.0,,,,2
20170801083.0,,,,3
20170801084.0,,,,4
20170801091.0,87.0,70.0,106.0,1
20170801092.0,,,,2
20170801093.0,,,,3
20170801094.0,,,,4
20170801101.0,87.0,68.0,107.0,1
20170801102.0,,,,2
20170801103.0,,,,3
20170801104.0,,,,4
20170801111.0,87.0,69.0,106.0,1
20170801112.0,,,,2
20170801113.0,,,,3
20170801114.0,,,,4
20170801121.0,87.0,67.0,105.0,1
20170801122.0,,,,2
20170801123.0,,,,3
20170801124.0,,,,4
20170801131.0,87.0,69.0,105.0,1
20170801132.0,,,,2
20170801133.0,,,,3
20170801134.0,,,,4
20170801141.0,86.0,67.0,104.0,1
20170801142.0,,,,2
20170801143.0,,,,3
20170801144.0,,,,4
20170801151.0,86.0,67.0,104.0,1
20170801152.0,,,,2
20170801153.0,,,,3
20170801154.0,,,,4
20170801161.0,86.0,67.0,104.0,1
20170801162.0,,,,2
20170801163.0,,,,3
20170801164.0,,,,4
20170801171.0,86.0,68.0,104.0,1
20170801172.0,,,,2
20170801173.0,,,,3
20170801174.0,,,,4
20170801181.0,86.0,68.0,105.0,1
20170801182.0,,,,2
20170801183.0,,,,3
20170801184.0,,,,4
20170801191.0,86.0,68.0,104.0,1
20170801192.0,,,,2
20170801193.0,,,,3
20170801194.0,,,,4
20170801201.0,86.0,67.0,104.0,1
20170801202.0,,,,2
20170801203.0,,,,3
20170801204.0,,,,4
20170801211.0,85.0,67.0,104.0,1
20170801212.0,,,,2
20170801213.0,,,,3
20170801214.0,,,,4
20170801221.0,85.0,65.0,103.0,1
20170801222.0,,,,2
20170801223.0,,,,3
20170801224.0,,,,4
20170801231.0,85.0,66.0,103.0,1
20170801232.0,,,,2
20170801233.0,,,,3
20170801234.0,,,,4
20170802001.0,85.0,66.0,105.0,1
20170802002.0,,,,2
20170802003.0,,,,3
20170802004.0,,,,4
20170802011.0,85.0,67.0,104.0,1
20170802012.0,,,,2
20170802013.0,,,,3
20170802014.0,,,,4
20170802021.0,85.0,67.0,102.0,1
20170802022.0,,,,2
20170802023.0,,,,3
20170802024.0,,,,4
20170802031.0,85.0,67.0,103.0,1
20170802032.0,,,,2
20170802033.0,,,,3
20170802034.0,,,,4
20170802041.0,85.0,68.0,104.0,1
20170802042.0,,,,2
20170802043.0,,,,3
20170802044.0,,,,4
20170802051.0,85.0,66.0,103.0,1
20170802052.0,,,,2
20170802053.0,,,,3
20170802054.0,,,,4
20170802061.0,85.0,67.0,103.0,1
20170802062.0,,,,2
20170802063.0,,,,3
20170802064.0,,,,4
20170802071.0,85.0,67.0,103.0,1
20170802072.0,,,,2
20170802073.0,,,,3
20170802074.0,,,,4
20170802081.0,85.0,68.0,102.0,1
20170802082.0,,,,2
20170802083.0,,,,3
20170802084.0,,,,4
20170802091.0,85.0,66.0,103.0,1
20170802092.0,,,,2
20170802093.0,,,,3
20170802094.0,,,,4
20170802101.0,85.0,67.0,104.0,1
20170802102.0,,,,2
20170802103.0,,,,3
20170802104.0,,,,4
20170802111.0,85.0,68.0,103.0,1
20170802112.0,,,,2
20170802113.0,,,,3
20170802114.0,,,,4
20170802121.0,85.0,67.0,104.0,1
20170802122.0,,,,2
20170802123.0,,,,3
20170802124.0,,,,4
20170802131.0,85.0,67.0,104.0,1
20170802132.0,,,,2
20170802133.0,,,,3
20170802134.0,,,,4
20170802141.0,85.0,67.0,103.0,1
20170802142.0,,,,2
20170802143.0,,,,3
20170802144.0,,,,4
20170802151.0,85.0,67.0,103.0,1
20170802152.0,,,,2
20170802153.0,,,,3
20170802154.0,,,,4
20170802161.0,85.0,67.0,103.0,1
20170802162.0,,,,2
20170802163.0,,,,3
20170802164.0,,,,4
20170802171.0,85.0,69.0,103.0,1
20170802172.0,,,,2
20170802173.0,,,,3
20170802174.0,,,,4
20170802181.0,85.0,67.0,104.0,1
20170802182.0,,,,2
20170802183.0,,,,3
20170802184.0,,,,4
20170802191.0,85.0,66.0,103.0,1
20170802192.0,,,,2
20170802193.0,,,,3
20170802194.0,,,,4
20170802201.0,85.0,67.0,104.0,1
20170802202.0,,,,2
20170802203.0,,,,3
20170802204.0,,,,4
20170802211.0,86.0,67.0,104.0,1
20170802212.0,,,,2
20170802213.0,,,,3
20170802214.0,,,,4
20170802221.0,86.0,67.0,102.0,1
20170802222.0,,,,2
20170802223.0,,,,3
20170802224.0,,,,4
20170802231.0,86.0,69.0,104.0,1
20170802232.0,,,,2
20170802233.0,,,,3
20170802234.0,,,,4
20170803001.0,86.0,67.0,104.0,1
20170803002.0,,,,2
20170803003.0,,,,3
20170803004.0,,,,4
20170803011.0,86.0,67.0,103.0,1
20170803012.0,,,,2
20170803013.0,,,,3
20170803014.0,,,,4
20170803021.0,86.0,67.0,103.0,1
20170803022.0,,,,2
20170803023.0,,,,3
20170803024.0,,,,4
20170803031.0,86.0,67.0,103.0,1
20170803032.0,,,,2
20170803033.0,,,,3
20170803034.0,,,,4
20170803041.0,86.0,67.0,103.0,1
20170803042.0,,,,2
20170803043.0,,,,3
20170803044.0,,,,4
20170803051.0,86.0,67.0,104.0,1
20170803052.0,,,,2
20170803053.0,,,,3
20170803054.0,,,,4
20170803061.0,86.0,68.0,103.0,1
20170803062.0,,,,2
20170803063.0,,,,3
20170803064.0,,,,4
20170803071.0,86.0,67.0,103.0,1
20170803072.0,,,,2
20170803073.0,,,,3
20170803074.0,,,,4
20170803081.0,86.0,68.0,104.0,1
20170803082.0,,,,2
20170803083.0,,,,3
20170803084.0,,,,4
20170803091.0,85.0,67.0,104.0,1
20170803092.0,,,,2
20170803093.0,,,,3
20170803094.0,,,,4
20170803101.0,85.0,68.0,104.0,1
20170803102.0,,,,2
20170803103.0,,,,3
20170803104.0,,,,4
20170803111.0,85.0,68.0,104.0,1
20170803112.0,,,,2
20170803113.0,,,,3
20170803114.0,,,,4
20170803121.0,85.0,67.0,102.0,1
20170803122.0,,,,2
20170803123.0,,,,3
20170803124.0,,,,4
20170803131.0,85.0,66.0,103.0,1
20170803132.0,,,,2
20170803133.0,,,,3
20170803134.0,,,,4
20170803141.0,85.0,66.0,102.0,1
20170803142.0,,,,2
20170803143.0,,,,3
20170803144.0,,,,4
20170803151.0,85.0,67.0,104.0,1
20170803152.0,,,,2
20170803153.0,,,,3
20170803154.0,,,,4
20170803161.0,85.0,65.0,102.0,1
20170803162.0,,,,2
20170803163.0,,,,3
20170803164.0,,,,4
20170803171.0,85.0,66.0,104.0,1
20170803172.0,,,,2
20170803173.0,,,,3
20170803174.0,,,,4
20170803181.0,85.0,67.0,102.0,1
20170803182.0,,,,2
20170803183.0,,,,3
20170803184.0,,,,4
20170803191.0,85.0,67.0,103.0,1
20170803192.0,,,,2
20170803193.0,,,,3
20170803194.0,,,,4
20170803201.0,85.0,66.0,103.0,1
20170803202.0,,,,2
20170803203.0,,,,3
20170803204.0,,,,4
20170803211.0,85.0,66.0,103.0,1
20170803212.0,,,,2
20170803213.0,,,,3
20170803214.0,,,,4
20170803221.0,84.0,66.0,103.0,1
20170803222.0,,,,2
20170803223.0,,,,3
20170803224.0,,,,4
20170803231.0,84.0,65.0,103.0,1
20170803232.0,,,,2
20170803233.0,,,,3
20170803234.0,,,,4
20170804001.0,84.0,64.0,102.0,1
20170804002.0,,,,2
20170804003.0,,,,3
20170804004.0,,,,4
20170804011.0,84.0,64.0,102.0,1
20170804012.0,,,,2
20170804013.0,,,,3
20170804014.0,,,,4
20170804021.0,84.0,64.0,102.0,1
20170804022.0,,,,2
20170804023.0,,,,3
20170804024.0,,,,4
20170804031.0,84.0,65.0,102.0,1
20170804032.0,,,,2
20170804033.0,,,,3
20170804034.0,,,,4
20170804041.0,84.0,65.0,102.0,1
20170804042.0,,,,2
20170804043.0,,,,3
20170804044.0,,,,4
20170804051.0,83.0,66.0,103.0,1
20170804052.0,,,,2
20170804053.0,,,,3
20170804054.0,,,,4
20170804061.0,83.0,65.0,101.0,1
20170804062.0,,,,2
20170804063.0,,,,3
20170804064.0,,,,4
20170804071.0,83.0,65.0,101.0,1
20170804072.0,,,,2
20170804073.0,,,,3
20170804074.0,,,,4
20170804081.0,83.0,64.0,100.0,1
20170804082.0,,,,2
20170804083.0,,,,3
20170804084.0,,,,4
20170804091.0,83.0,64.0,102.0,1
20170804092.0,,,,2
20170804093.0,,,,3
20170804094.0,,,,4
20170804101.0,82.0,63.0,102.0,1
20170804102.0,,,,2
20170804103.0,,,,3
20170804104.0,,,,4
20170804111.0,82.0,63.0,100.0,1
20170804112.0,,,,2
20170804113.0,,,,3
20170804114.0,,,,4
20170804121.0,82.0,63.0,99.0,1
20170804122.0,,,,2
20170804123.0,,,,3
20170804124.0,,,,4
20170804131.0,81.0,63.0,100.0,1
20170804132.0,,,,2
20170804133.0,,,,3
20170804134.0,,,,4
20170804141.0,81.0,62.0,98.0,1
20170804142.0,,,,2
20170804143.0,,,,3
20170804144.0,,,,4
20170804151.0,81.0,62.0,99.0,1
20170804152.0,,,,2
20170804153.0,,,,3
20170804154.0,,,,4
20170804161.0,80.0,62.0,99.0,1
20170804162.0,,,,2
20170804163.0,,,,3
20170804164.0,,,,4
20170804171.0,80.0,61.0,99.0,1
20170804172.0,,,,2
20170804173.0,,,,3
20170804174.0,,,,4
20170804181.0,80.0,61.0,97.0,1
20170804182.0,,,,2
20170804183.0,,,,3
20170804184.0,,,,4
20170804191.0,79.0,62.0,98.0,1
20170804192.0,,,,2
20170804193.0,,,,3
20170804194.0,,,,4
20170804201.0,79.0,60.0,96.0,1
20170804202.0,,,,2
20170804203.0,,,,3
20170804204.0,,,,4
20170804211.0,78.0,59.0,96.0,1
20170804212.0,,,,2
20170804213.0,,,,3
20170804214.0,,,,4
20170804221.0,78.0,60.0,96.0,1
20170804222.0,,,,2
20170804223.0,,,,3
20170804224.0,,,,4
20170804231.0,77.0,58.0,95.0,1
20170804232.0,,,,2
20170804233.0,,,,3
20170804234.0,,,,4
20170805001.0,77.0,59.0,94.0,1
20170805002.0,,,,2
20170805003.0,,,,3
20170805004.0,,,,4
20170805011.0,76.0,57.0,95.0,1
20170805012.0,,,,2
20170805013.0,,,,3
20170805014.0,,,,4
20170805021.0,75.0,55.0,96.0,1
20170805022.0,,,,2
20170805023.0,,,,3
20170805024.0,,,,4
20170805031.0,75.0,55.0,94.0,1
20170805032.0,,,,2
20170805033.0,,,,3
20170805034.0,,,,4
20170805041.0,74.0,56.0,92.0,1
20170805042.0,,,,2
20170805043.0,,,,3
20170805044.0,,,,4
20170805051.0,73.0,56.0,93.0,1
20170805052.0,,,,2
20170805053.0,,,,3
20170805054.0,,,,4
20170805061.0,73.0,55.0,92.0,1
20170805062.0,,,,2
20170805063.0,,,,3
20170805064.0,,,,4
20170805071.0,72.0,52.0,92.0,1
20170805072.0,,,,2
20170805073.0,,,,3
20170805074.0,,,,4
20170805081.0,72.0,53.0,90.0,1
20170805082.0,,,,2
20170805083.0,,,,3
20170805084.0,,,,4
20170805091.0,71.0,52.0,88.0,1
20170805092.0,,,,2
20170805093.0,,,,3
20170805094.0,,,,4
20170805101.0,70.0,52.0,89.0,1
20170805102.0,,,,2
20170805103.0,,,,3
20170805104.0,,,,4
20170805111.0,70.0,50.0,87.0,1
20170805112.0,,,,2
20170805113.0,,,,3
20170805114.0,,,,4
20170805121.0,69.0,50.0,88.0,1
20170805122.0,,,,2
20170805123.0,,,,3
20170805124.0,,,,4
20170805131.0,68.0,51.0,86.0,1
20170805132.0,,,,2
20170805133.0,,,,3
20170805134.0,,,,4
20170805141.0,68.0,51.0,87.0,1
20170805142.0,,,,2
20170805143.0,,,,3
20170805144.0,,,,4
20170805151.0,67.0,49.0,85.0,1
20170805152.0,,,,2
20170805153.0,,,,3
20170805154.0,,,,4
20170805161.0,67.0,50.0,85.0,1
20170805162.0,,,,2
20170805163.0,,,,3
20170805164.0,,,,4
20170805171.0,66.0,47.0,85.0,1
20170805172.0,,,,2
20170805173.0,,,,3
20170805174.0,,,,4
20170805181.0,66.0,46.0,84.0,1
20170805182.0,,,,2
20170805183.0,,,,3
20170805184.0,,,,4
20170805191.0,65.0,45.0,83.0,1
20170805192.0,,,,2
20170805193.0,,,,3
20170805194.0,,,,4
20170805201.0,65.0,47.0,84.0,1
20170805202.0,,,,2
20170805203.0,,,,3
20170805204.0,,,,4
20170805211.0,64.0,46.0,84.0,1
20170805212.0,,,,2
20170805213.0,,,,3
20170805214.0,,,,4
20170805221.0,64.0,46.0,82.0,1
20170805222.0,,,,2
20170805223.0,,,,3
20170805224.0,,,,4
20170805231.0,64.0,46.0,82.0,1
20170805232.0,,,,2
20170805233.0,,,,3
20170805234.0,,,,4
20170806001.0,63.0,46.0,83.0,1
20170806002.0,,,,2
20170806003.0,,,,3
20170806004.0,,,,4
20170806011.0,63.0,45.0,82.0,1
20170806012.0,,,,2
20170806013.0,,,,3
20170806014.0,,,,4
20170806021.0,63.0,45.0,82.0,1
20170806022.0,,,,2
20170806023.0,,,,3
20170806024.0,,,,4
20170806031.0,63.0,45.0,81.0,1
20170806032.0,,,,2
20170806033.0,,,,3
20170806034.0,,,,4
20170806041.0,63.0,45.0,82.0,1
20170806042.0,,,,2
20170806043.0,,,,3
20170806044.0,,,,4
20170806051.0,63.0,45.0,82.0,1
20170806052.0,,,,2
20170806053.0,,,,3
20170806054.0,,,,4
20170806061.0,63.0,45.0,81.0,1
20170806062.0,,,,2
20170806063.0,,,,3
20170806064.0,,,,4
20170806071.0,64.0,45.0,81.0,1
20170806072.0,,,,2
20170806073.0,,,,3
20170806074.0,,,,4
20170806081.0,64.0,45.0,83.0,1
20170806082.0,,,,2
20170806083.0,,,,3
20170806084.0,,,,4
20170806091.0,64.0,47.0,84.0,1
20170806092.0,,,,2
20170806093.0,,,,3
20170806094.0,,,,4
20170806101.0,64.0,46.0,84.0,1
20170806102.0,,,,2
20170806103.0,,,,3
20170806104.0,,,,4
20170806111.0,65.0,46.0,82.0,1
20170806112.0,,,,2
20170806113.0,,,,3
20170806114.0,,,,4
20170806121.0,65.0,46.0,84.0,1
20170806122.0,,,,2
20170806123.0,,,,3
20170806124.0,,,,4
20170806131.0,66.0,47.0,84.0,1
20170806132.0,,,,2
20170806133.0,,,,3
20170806134.0,,,,4
20170806141.0,66.0,48.0,84.0,1
20170806142.0,,,,2
20170806143.0,,,,3
20170806144.0,,,,4
20170806151.0,67.0,49.0,86.0,1
20170806152.0,,,,2
20170806153.0,,,,3
20170806154.0,,,,4
20170806161.0,68.0,49.0,85.0,1
20170806162.0,,,,2
20170806163.0,,,,3
20170806164.0,,,,4
20170806171.0,69.0,51.0,88.0,1
20170806172.0,,,,2
20170806173.0,,,,3
20170806174.0,,,,4
20170806181.0,69.0,51.0,88.0,1
20170806182.0,,,,2
20170806183.0,,,,3
20170806184.0,,,,4
20170806191.0,70.0,51.0,90.0,1
20170806192.0,,,,2
20170806193.0,,,,3
20170806194.0,,,,4
20170806201.0,71.0,53.0,89.0,1
20170806202.0,,,,2
20170806203.0,,,,3
20170806204.0,,,,4
20170806211.0,72.0,53.0,90.0,1
20170806212.0,,,,2
20170806213.0,,,,3
20170806214.0,,,,4
20170806221.0,73.0,53.0,90.0,1
20170806222.0,,,,2
20170806223.0,,,,3
20170806224.0,,,,4
20170806231.0,73.0,56.0,91.0,1
20170806232.0,,,,2
20170806233.0,,,,3
20170806234.0,,,,4
20170807001.0,74.0,56.0,92.0,1
20170807002.0,,,,2
20170807003.0,,,,3
20170807004.0,,,,4
20170807011.0,75.0,58.0,94.0,1
20170807012.0,,,,2
20170807013.0,,,,3
20170807014.0,,,,4
20170807021.0,76.0,59.0,95.0,1
20170807022.0,,,,2
20170807023.0,,,,3
20170807024.0,,,,4
20170807031.0,77.0,59.0,95.0,1
20170807032.0,,,,2
20170807033.0,,,,3
20170807034.0,,,,4
20170807041.0,78.0,59.0,95.0,1
20170807042.0,,,,2
20170807043.0,,,,3
20170807044.0,,,,4
20170807051.0,79.0,60.0,98.0,1
20170807052.0,,,,2
20170807053.0,,,,3
20170807054.0,,,,4
20170807061.0,80.0,62.0,97.0,1
20170807062.0,,,,2
20170807063.0,,,,3
20170807064.0,,,,4
20170807071.0,80.0,62.0,100.0,1
20170807072.0,,,,2
20170807073.0,,,,3
20170807074.0,,,,4
20170807081.0,81.0,63.0,99.0,1
20170807082.0,,,,2
20170807083.0,,,,3
20170807084.0,,,,4
20170807091.0,82.0,65.0,100.0,1
20170807092.0,,,,2
20170807093.0,,,,3
20170807094.0,,,,4
20170807101.0,83.0,66.0,101.0,1
20170807102.0,,,,2
20170807103.0,,,,3
20170807104.0,,,,4
20170807111.0,83.0,66.0,102.0,1
20170807112.0,,,,2
20170807113.0,,,,3
20170807114.0,,,,4
20170807121.0,84.0,66.0,102.0,1
20170807122.0,,,,2
20170807123.0,,,,3
20170807124.0,,,,4
20170807131.0,85.0,67.0,104.0,1
20170807132.0,,,,2
20170807133.0,,,,3
20170807134.0,,,,4
20170807141.0,85.0,67.0,103.0,1
20170807142.0,,,,2
20170807143.0,,,,3
20170807144.0,,,,4
20170807151.0,86.0,67.0,103.0,1
20170807152.0,,,,2
20170807153.0,,,,3
20170807154.0,,,,4
20170807161.0,86.0,67.0,105.0,1
20170807162.0,,,,2
20170807163.0,,,,3
20170807164.0,,,,4
20170807171.0,87.0,69.0,104.0,1
20170807172.0,,,,2
20170807173.0,,,,3
20170807174.0,,,,4
20170807181.0,87.0,68.0,105.0,1
20170807182.0,,,,2
20170807183.0,,,,3
20170807184.0,,,,4
20170807191.0,87.0,69.0,105.0,1
20170807192.0,,,,2
20170807193.0,,,,3
20170807194.0,,,,4
20170807201.0,88.0,70.0,106.0,1
20170807202.0,,,,2
20170807203.0,,,,3
20170807204.0,,,,4
20170807211.0,88.0,69.0,106.0,1
20170807212.0,,,,2
20170807213.0,,,,3
20170807214.0,,,,4
20170807221.0,88.0,69.0,107.0,1
20170807222.0,,,,2
20170807223.0,,,,3
20170807224.0,,,,4
20170807231.0,88.0,71.0,107.0,1
20170807232.0,,,,2
20170807233.0,,,,3
20170807234.0,,,,4
20170808001.0,88.0,69.0,108.0,1
20170808002.0,,,,2
20170808003.0,,,,3
20170808004.0,,,,4
20170808011.0,89.0,69.0,107.0,1
20170808012.0,,,,2
20170808013.0,,,,3
20170808014.0,,,,4
20170808021.0,89.0,70.0,107.0,1
20170808022.0,,,,2
20170808023.0,,,,3
20170808024.0,,,,4
20170808031.0,89.0,72.0,107.0,1
20170808032.0,,,,2
20170808033.0,,,,3
20170808034.0,,,,4
20170808041.0,89.0,71.0,108.0,1
20170808042.0,,,,2
20170808043.0,,,,3
20170808044.0,,,,4
20170808051.0,89.0,71.0,107.0,1
20170808052.0,,,,2
20170808053.0,,,,3
20170808054.0,,,,4
20170808061.0,89.0,70.0,106.0,1
20170808062.0,,,,2
20170808063.0,,,,3
20170808064.0,,,,4
20170808071.0,88.0,71.0,106.0,1
20170808072.0,,,,2
20170808073.0,,,,3
20170808074.0,,,,4
20170808081.0,88.0,70.0,107.0,1
20170808082.0,,,,2
20170808083.0,,,,3
20170808084.0,,,,4
20170808091.0,88.0,70.0,106.0,1
20170808092.0,,,,2
20170808093.0,,,,3
20170808094.0,,,,4
20170808101.0,88.0,70.0,106.0,1
20170808102.0,,,,2
20170808103.0,,,,3
20170808104.0,,,,4
20170808111.0,88.0,70.0,107.0,1
20170808112.0,,,,2
20170808113.0,,,,3
20170808114.0,,,,4
20170808121.0,88.0,68.0,106.0,1
20170808122.0,,,,2
20170808123.0,,,,3
20170808124.0,,,,4
20170808131.0,88.0,68.0,106.0,1
20170808132.0,,,,2
20170808133.0,,,,3
20170808134.0,,,,4
20170808141.0,87.0,69.0,105.0,1
20170808142.0,,,,2
20170808143.0,,,,3
20170808144.0,,,,4
20170808151.0,87.0,70.0,104.0,1
20170808152.0,,,,2
20170808153.0,,,,3
20170808154.0,,,,4
20170808161.0,87.0,68.0,106.0,1
20170808162.0,,,,2
20170808163.0,,,,3
20170808164.0,,,,4
20170808171.0,87.0,70.0,106.0,1
20170808172.0,,,,2
20170808173.0,,,,3
20170808174.0,,,,4
20170808181.0,87.0,69.0,106.0,1
20170808182.0,,,,2
20170808183.0,,,,3
20170808184.0,,,,4
20170808191.0,87.0,70.0,105.0,1
20170808192.0,,,,2
20170808193.0,,,,3
20170808194.0,,,,4
20170808201.0,87.0,70.0,105.0,1
20170808202.0,,,,2
20170808203.0,,,,3
20170808204.0,,,,4
20170808211.0,86.0,68.0,105.0,1
20170808212.0,,,,2
20170808213.0,,,,3
20170808214.0,,,,4
20170808221.0,86.0,68.0,104.0,1
20170808222.0,,,,2
20170808223.0,,,,3
20170808224.0,,,,4
20170808231.0,86.0,68.0,104.0,1
20170808232.0,,,,2
20170808233.0,,,,3
20170808234.0,,,,4
20170809001.0,86.0,67.0,105.0,1
20170809002.0,,,,2
20170809003.0,,,,3
20170809004.0,,,,4
20170809011.0,86.0,67.0,105.0,1
20170809012.0,,,,2
20170809013.0,,,,3
20170809014.0,,,,4
20170809021.0,86.0,67.0,103.0,1
20170809022.0,,,,2
20170809023.0,,,,3
20170809024.0,,,,4
20170809031.0,86.0,67.0,105.0,1
20170809032.0,,,,2
20170809033.0,,,,3
20170809034.0,,,,4
20170809041.0,86.0,67.0,103.0,1
20170809042.0,,,,2
20170809043.0,,,,3
20170809044.0,,,,4
20170809051.0,86.0,69.0,106.0,1
20170809052.0,,,,2
20170809053.0,,,,3
20170809054.0,,,,4
20170809061.0,86.0,68.0,106.0,1
20170809062.0,,,,2
20170809063.0,,,,3
20170809064.0,,,,4
20170809071.0,86.0,68.0,103.0,1
20170809072.0,,,,2
20170809073.0,,,,3
20170809074.0,,,,4
20170809081.0,86.0,68.0,104.0,1
20170809082.0,,,,2
20170809083.0,,,,3
20170809084.0,,,,4
20170809091.0,86.0,68.0,106.0,1
20170809092.0,,,,2
20170809093.0,,,,3
20170809094.0,,,,4
20170809101.0,86.0,67.0,104.0,1
20170809102.0,,,,2
20170809103.0,,,,3
20170809104.0,,,,4
20170809111.0,86.0,68.0,104.0,1
20170809112.0,,,,2
20170809113.0,,,,3
20170809114.0,,,,4
20170809121.0,86.0,69.0,104.0,1
20170809122.0,,,,2
20170809123.0,,,,3
20170809124.0,,,,4
20170809131.0,86.0,67.0,104.0,1
20170809132.0,,,,2
20170809133.0,,,,3
20170809134.0,,,,4
20170809141.0,86.0,67.0,104.0,1
20170809142.0,,,,2
20170809143.0,,,,3
20170809144.0,,,,4
20170809151.0,86.0,68.0,105.0,1
20170809152.0,,,,2
20170809153.0,,,,3
20170809154.0,,,,4
20170809161.0,86.0,67.0,104.0,1
20170809162.0,,,,2
20170809163.0,,,,3
20170809164.0,,,,4
20170809171.0,86.0,69.0,104.0,1
20170809172.0,,,,2
20170809173.0,,,,3
20170809174.0,,,,4
20170809181.0,86.0,68.0,104.0,1
20170809182.0,,,,2
20170809183.0,,,,3
20170809184.0,,,,4
20170809191.0,86.0,68.0,105.0,1
20170809192.0,,,,2
20170809193.0,,,,3
20170809194.0,,,,4
20170809201.0,86.0,68.0,104.0,1
20170809202.0,,,,2
20170809203.0,,,,3
20170809204.0,,,,4
20170809211.0,86.0,68.0,104.0,1
